sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	copy_ratio	modal_cn	expected_cn	subclonal	cancer_cell_frac	ccf_ci95_low	ccf_ci95_high	hz
SRP055730	6	20117343	21783820	13	1666477	0.03467	0.00061	0.41689	2	2	0	1	1	1	0
SRP055730	6	23855104	33631638	252	9776534	0.00787	0.00357	0.43414	2	2	0	1	1	1	0
SRP055730	6	33640396	34091952	11	451556	0.03769	0.00016	0.3253	1	1	0	1	1	1	0
SRP055730	6	34171209	34831008	16	659799	0.03125	0.00024	0.47656	2	2	0	1	1	1	0
SRP055730	6	34841542	35406582	19	565040	0.02868	0.00021	0.36745	1	1.01003	1	0.58	0.23507	0.89665	0
SRP055730	6	35427317	35976378	23	549061	0.02606	2e-04	0.49549	2	2	1	0.34	0.06258	0.66013	0
SRP055730	6	36014229	39932085	105	3917856	0.0122	0.00143	0.36613	1	1	1	0.59	0.35974	0.80842	0
SRP055730	6	41006389	41583755	14	577366	0.03341	0.00021	0.31088	1	1	0	1	1	1	0
SRP055730	6	41623150	43633821	109	2010671	0.01197	0.00073	0.46708	2	2	0	1	1	1	0
SRP055730	6	43691223	73919830	454	30228607	0.00587	0.01103	0.34416	1	1	1	0.75	0.56221	0.91849	0
SRP055730	6	73966184	74350306	18	384122	0.02946	0.00014	0.73201	4	4	0	0.04	0.01628	0.4256	0
SRP055730	6	74397200	76160949	38	1763749	0.02028	0.00064	0.39225	2	1.99996	1	0.4	0.12288	0.67798	0
SRP055730	6	76277486	76620568	16	343082	0.03125	0.00013	0.5146	2	2.10996	1	0.48	0.13075	0.82711	0
SRP055730	6	76637116	84930567	117	8293451	0.01156	0.00303	0.40381	2	2	1	0.32	0.09935	0.53339	0
SRP055730	6	85917880	90435747	107	4517867	0.01208	0.00165	0.4596	2	2	0	1	1	1	0
SRP055730	6	90444353	90623921	21	179568	0.02728	7e-05	0.6069	3	3	0	1	1	1	0
SRP055730	6	90651799	99716442	60	9064643	0.01614	0.00331	0.33982	1	1	0	0.78	0.51902	0.97016	0
SRP055730	6	99794461	110969912	186	11175451	0.00917	0.00408	0.43698	2	2	0	1	1	1	0
SRP055730	6	111458544	116894458	83	5435914	0.01372	0.00198	0.3932	2	2	1	0.39	0.15567	0.62483	0
SRP055730	6	116924017	117050064	10	126047	0.03953	5e-05	0.49773	2	2.00143	0	0.36	0.04968	0.7703	0
SRP055730	6	117083216	119697480	61	2614264	0.016	0.00095	0.39613	2	2	1	0.37	0.12234	0.6198	0
SRP055730	6	121378971	139154238	313	17775267	0.00707	0.00649	0.40961	2	2	1	0.28	0.08797	0.45975	0
SRP055730	6	139226743	139815514	12	588771	0.03608	0.00021	0.4652	2	2	0	1	1	1	0
SRP055730	6	142210812	149724714	129	7513902	0.01101	0.00274	0.39495	2	2	1	0.38	0.16157	0.59308	0
SRP055730	6	149848965	150139219	17	290254	0.03032	0.00011	0.67987	4	3.99979	1	0.67	0.30852	0.95071	0
SRP055730	6	150179279	150912238	15	732959	0.03227	0.00027	0.41863	2	2	0	1	1	1	0
SRP055730	6	151085902	151876796	27	790894	0.02406	0.00029	0.57059	3	3	0	1	1	1	0
SRP055730	6	151915464	163987180	252	12071716	0.00787	0.0044	0.41585	2	2	1	0.23	0.05197	0.42114	0
SRP055730	6	165690902	171002032	95	5311130	0.01282	0.00194	0.38522	2	1.9993	1	0.45	0.21814	0.67592	0
SRP055730	7	688821	1814719	24	1125898	0.02552	0.00041	0.40735	2	2	0	0.29	0.0449	0.6091	0
SRP055730	7	2279450	3163709	22	884259	0.02665	0.00032	0.44446	2	2	0	1	1	1	0
SRP055730	7	4121964	4900336	12	778372	0.03608	0.00028	0.40205	2	1.99974	0	0.33	0.04559	0.72243	0
SRP055730	7	4902939	6869240	93	1966301	0.01296	0.00072	0.55319	3	3	1	0.76	0.52067	0.95472	0
SRP055730	7	6890575	8355409	33	1464834	0.02176	0.00053	0.34251	1	1	0	0.76	0.45898	0.97048	0
SRP055730	7	10528340	23297033	208	12768693	0.00867	0.00466	0.3338	1	1	0	0.82	0.61545	0.9752	0
SRP055730	7	23306659	23816228	20	509569	0.02795	0.00019	0.46769	2	2	0	1	1	1	0
SRP055730	7	23824729	32390599	132	8565870	0.01088	0.00313	0.32312	1	1	0	1	1	1	0
SRP055730	7	32519950	33137531	21	617581	0.02728	0.00023	0.43704	2	2	0	1	1	1	0
SRP055730	7	33178656	39556844	104	6378188	0.01226	0.00233	0.32073	1	1	0	1	1	1	0
SRP055730	7	39610852	40274178	16	663326	0.03125	0.00024	0.44911	2	2	0	1	1	1	0
SRP055730	7	40401453	43676219	32	3274766	0.0221	0.00119	0.31099	1	1	0	1	1	1	0
SRP055730	7	43755735	44097428	16	341693	0.03125	0.00012	0.47314	2	2	0	1	1	1	0
SRP055730	7	44125710	44476760	10	351050	0.03953	0.00013	0.33871	1	1.00002	0	1	1	1	0
SRP055730	7	44531608	44881945	15	350337	0.03227	0.00013	0.51017	2	2.02263	1	0.45	0.10363	0.80452	0
SRP055730	7	44964479	55731136	148	10766657	0.01027	0.00393	0.32227	1	1	0	1	1	1	0
SRP055730	7	55856882	56172249	18	315367	0.02946	0.00012	0.61755	3	3	0	0.22	0.02784	0.57037	0
SRP055730	7	56216021	61895543	42	5679522	0.01929	0.00207	0.38981	2	1.99985	1	0.42	0.14374	0.68842	0
SRP055730	7	62009541	67373030	121	5363489	0.01136	0.00196	0.5597	3	3	0	0.8	0.57789	0.97237	0
SRP055730	7	70233995	71742548	11	1508553	0.03769	0.00055	0.41924	2	2	0	1	1	1	0
SRP055730	7	71962747	76688134	225	4725387	0.00833	0.00172	0.54781	3	3	1	0.72	0.51519	0.90655	0
SRP055730	7	76706344	84739323	124	8032979	0.01123	0.00293	0.34109	1	1	1	0.77	0.54572	0.95695	0
SRP055730	7	84958268	92207435	148	7249167	0.01027	0.00265	0.24768	1	0.99999	1	0.44	0.22525	0.64726	0
SRP055730	7	92731262	92772121	11	40859	0.03769	1e-05	0.28774	1	1	0	1	1	1	0
SRP055730	7	92803259	97424085	82	4620826	0.0138	0.00169	0.21346	0	0	1	0.69	0.44626	0.91034	1
SRP055730	7	97485074	99824731	116	2339657	0.01161	0.00085	0.29743	1	1	0	1	1	1	0
SRP055730	7	99868542	103855107	212	3986565	0.00859	0.00145	0.37153	1	1.00035	1	0.55	0.34622	0.74451	0
SRP055730	7	104010194	104894326	18	884132	0.02946	0.00032	0.24544	1	0.99493	1	0.46	0.12253	0.79625	0
SRP055730	7	105020247	105214591	10	194344	0.03953	7e-05	0.36776	1	1.07117	1	0.58	0.16717	0.9297	0
SRP055730	7	105238849	108209990	94	2971141	0.01289	0.00108	0.25082	1	1	1	0.42	0.18467	0.64311	0
SRP055730	7	110708497	117877337	106	7168840	0.01214	0.00262	0.22007	0	0	1	0.64	0.41074	0.85766	1
SRP055730	7	120416141	127921476	114	7505335	0.01171	0.00274	0.23168	0	0.00343	1	0.56	0.33032	0.7723	1
SRP055730	7	128074654	128341137	11	266483	0.03769	1e-04	0.45686	2	2	0	1	1	1	0
SRP055730	7	128596536	129429518	23	832982	0.02606	3e-04	0.36222	1	1.00033	1	0.62	0.28983	0.91253	0
SRP055730	7	129514926	129881436	13	366510	0.03467	0.00013	0.49656	2	2.00026	0	0.35	0.05205	0.72929	0
SRP055730	7	129911733	139889069	194	9977336	0.00897	0.00364	0.36896	1	1.00002	1	0.57	0.362	0.7657	0
SRP055730	7	139996063	140293612	10	297549	0.03953	0.00011	0.55885	3	2.99998	0	1	1	1	0
SRP055730	7	140340317	140652365	10	312048	0.03953	0.00011	0.44103	2	2	0	1	1	1	0
SRP055730	7	140783757	148576096	220	7792339	0.00843	0.00284	0.34689	1	1	1	0.73	0.52443	0.91583	0
SRP055730	7	148662679	148898792	10	236113	0.03953	9e-05	0.56536	3	3	0	1	1	1	0
SRP055730	7	149299472	152003182	97	2703710	0.01269	0.00099	0.54376	3	3	1	0.69	0.4553	0.90564	0
SRP055730	7	152485409	159045173	95	6559764	0.01282	0.00239	0.52509	3	2.99881	1	0.55	0.32041	0.7781	0
SRP055730	8	63375	3263768	51	3200393	0.0175	0.00117	0.49632	2	2	1	0.35	0.09336	0.60465	0
SRP055730	8	3351505	5974772	12	2623267	0.03608	0.00096	0.26951	1	1	0	0.28	0.0358	0.67941	0
SRP055730	8	6216139	15922742	241	9706603	0.00805	0.00354	0.35236	1	1	1	0.69	0.48786	0.87736	0
SRP055730	8	16012143	22044667	114	6032524	0.01171	0.0022	0.53316	3	3	1	0.61	0.38615	0.82792	0
SRP055730	8	22056279	22377705	13	321426	0.03467	0.00012	0.7667	4	4.00001	1	0.29	0.03791	0.67646	0
SRP055730	8	22391549	22869676	13	478127	0.03467	0.00017	0.5397	3	2.99896	1	0.66	0.2699	0.95423	0
SRP055730	8	22880390	23214600	11	334210	0.03769	0.00012	0.70078	4	3.99999	0	0.82	0.3916	0.98463	0
SRP055730	8	23268901	29835979	141	6567078	0.01053	0.0024	0.55273	3	3	1	0.75	0.53475	0.94503	0
SRP055730	8	29905222	30673046	19	767824	0.02868	0.00028	0.78341	4	4.00118	1	0.41	0.09424	0.74798	0
SRP055730	8	30694749	31077876	22	383127	0.02665	0.00014	0.59211	3	3	0	1	1	1	0
SRP055730	8	31225044	33178345	11	1953301	0.03769	0.00071	0.47173	2	2	0	1	1	1	0
SRP055730	8	33754622	37446493	30	3691871	0.02282	0.00135	0.48221	2	2	0	0.25	0.03473	0.54467	0
SRP055730	8	37724890	38081384	13	356494	0.03467	0.00013	0.86522	5	5	0	0.02	0.0158	0.43824	0
SRP055730	8	38099199	38861001	30	761802	0.02282	0.00028	0.68252	4	4	1	0.69	0.3811	0.94384	0
SRP055730	8	38874259	39698212	28	823953	0.02362	3e-04	0.55307	3	3	0	0.76	0.44178	0.97124	0
SRP055730	8	39986601	42024582	29	2037981	0.02321	0.00074	0.56235	3	3	0	1	1	1	0
SRP055730	8	42033205	45336107	49	3302902	0.01786	0.00121	0.71249	4	4	0	0.9	0.6186	1	0
SRP055730	8	47944046	49043946	44	1099900	0.01884	4e-04	0.4461	2	2	0	1	1	1	0
SRP055730	8	49240993	54642206	46	5401213	0.01843	0.00197	0.30944	1	1	0	1	1	1	0
SRP055730	8	54705768	55100208	11	394440	0.03769	0.00014	0.48452	2	2.00002	0	1	1	1	0
SRP055730	8	55271298	56505566	14	1234268	0.03341	0.00045	0.33133	1	1	0	1	1	1	0
SRP055730	8	56621863	57000322	12	378459	0.03608	0.00014	0.47452	2	2	0	1	1	1	0
SRP055730	8	59333942	59541831	15	207889	0.03227	8e-05	0.35661	1	1.00032	1	0.66	0.28493	0.95	0
SRP055730	8	61133059	64362091	51	3229032	0.0175	0.00118	0.3188	1	1	0	1	1	1	0
SRP055730	8	66454575	68080796	49	1626221	0.01786	0.00059	0.43105	2	2	0	1	1	1	0
SRP055730	8	68092683	70705598	47	2612915	0.01823	0.00095	0.33998	1	1	0	0.78	0.50237	0.97228	0
SRP055730	8	71006983	71619987	17	613004	0.03032	0.00022	0.3964	2	1.9997	1	0.37	0.06734	0.71978	0
SRP055730	8	71791555	73147663	18	1356108	0.02946	0.00049	0.28504	1	1	0	1	1	1	0
SRP055730	8	73849170	74655984	14	806814	0.03341	0.00029	0.55185	3	2.99999	0	0.75	0.36052	0.97509	0
SRP055730	8	75245206	80978973	51	5733767	0.0175	0.00209	0.31807	1	1	0	1	1	1	0
SRP055730	8	81658229	85881602	34	4223373	0.02144	0.00154	0.32931	1	1	0	1	1	1	0
SRP055730	8	85995166	87578309	57	1583143	0.01656	0.00058	0.41258	2	2	0	0.26	0.04392	0.5072	0
SRP055730	8	87606007	94494988	68	6888981	0.01516	0.00251	0.29791	1	1	0	1	1	1	0
SRP055730	8	94685512	96114954	63	1429442	0.01575	0.00052	0.39506	2	2	1	0.38	0.13074	0.62582	0
SRP055730	8	98654509	132008153	480	33353644	0.00571	0.01217	0.38962	2	2	1	0.42	0.23637	0.59408	0
SRP055730	8	132249840	141333914	96	9084074	0.01276	0.00331	0.30232	1	1	0	1	1	1	0
SRP055730	8	141403352	142226540	21	823188	0.02728	3e-04	0.38476	2	1.97267	1	0.46	0.13128	0.77966	0
SRP055730	8	143705059	146250025	75	2544966	0.01443	0.00093	0.63721	3	3	1	0.36	0.12028	0.59623	0
SRP055730	9	13058	6273383	128	6260325	0.01105	0.00228	0.51639	2	2.10385	1	0.49	0.27038	0.70317	0
SRP055730	9	6936147	13237292	53	6301145	0.01717	0.0023	0.43822	2	2	0	1	1	1	0
SRP055730	9	13413353	14707814	13	1294461	0.03467	0.00047	0.19209	0	0	1	0.84	0.43481	0.98652	1
SRP055730	9	14742065	15238924	24	496859	0.02552	0.00018	0.25743	1	1	1	0.37	0.0795	0.68542	0
SRP055730	9	15314762	15641004	12	326242	0.03608	0.00012	0.66073	3	3.48323	1	0.53	0.14717	0.89203	0
SRP055730	9	15701234	18934987	38	3233753	0.02028	0.00118	0.48124	2	2	0	0.24	0.03486	0.51903	0
SRP055730	9	19301805	19481320	13	179515	0.03467	7e-05	0.68726	4	3.99991	1	0.72	0.32714	0.97065	0
SRP055730	9	19546500	21588718	44	2042218	0.01884	0.00075	0.47646	2	2	0	1	1	1	0
SRP055730	9	21755623	25273979	19	3518356	0.02868	0.00128	1.39092	9	9	1	0.78	0.42901	0.97936	0
SRP055730	9	26863541	27165524	14	301983	0.03341	0.00011	0.35188	1	1.00009	0	0.69	0.3092	0.96275	0
SRP055730	9	27179337	32383618	40	5204281	0.01976	0.0019	0.23911	1	0.9139	1	0.5	0.22075	0.77535	0
SRP055730	9	32420699	33934389	66	1513690	0.01539	0.00055	0.34643	1	1	1	0.73	0.47809	0.94742	0
SRP055730	9	34231362	73315274	526	39083912	0.00545	0.01426	0.35751	1	1	1	0.65	0.46935	0.8232	0
SRP055730	9	74224157	75179370	19	955213	0.02868	0.00035	0.41967	2	2	0	1	1	1	0
SRP055730	9	75312977	77184994	18	1872017	0.02946	0.00068	0.2995	1	1	0	1	1	1	0
SRP055730	9	77269013	77753525	20	484512	0.02795	0.00018	0.4042	2	2	0	0.32	0.04934	0.64874	0
SRP055730	9	78877760	80969394	62	2091634	0.01588	0.00076	0.39416	2	2	1	0.39	0.13574	0.63317	0
SRP055730	9	84164880	110536000	554	26371120	0.00531	0.00962	0.31224	1	1	0	1	1	1	0
SRP055730	9	111627312	127399200	358	15771888	0.00661	0.00575	0.3111	1	1	0	1	1	1	0
SRP055730	9	127523736	127924731	15	400995	0.03227	0.00015	0.41004	2	2	0	1	1	1	0
SRP055730	9	128090675	141096215	384	13005540	0.00638	0.00475	0.3438	1	1	1	0.75	0.56121	0.92367	0
SRP055730	23	181166	1790937	15	1609771	0.03227	0.00059	0.97897	6	6	1	0.82	0.43438	0.98457	0
SRP055730	23	2010104	2994397	16	984293	0.03125	0.00036	0.78043	4	4.00066	1	0.39	0.07453	0.74519	0
SRP055730	23	3015392	3353388	10	337996	0.03953	0.00012	0.55757	3	2.99997	0	1	1	1	0
SRP055730	23	4083411	15684924	164	11601513	0.00976	0.00423	0.48647	2	2	1	0.28	0.07475	0.47908	0
SRP055730	23	17078831	18020949	18	942118	0.02946	0.00034	0.4457	2	2	0	1	1	1	0
SRP055730	23	18183179	18700240	20	517061	0.02795	0.00019	0.60573	3	3	0	1	1	1	0
SRP055730	23	18898810	23609260	97	4710450	0.01269	0.00172	0.56313	3	3	0	0.83	0.59162	0.98081	0
SRP055730	23	23697385	24143046	20	445661	0.02795	0.00016	0.84507	5	5	1	0.86	0.50013	0.98776	0
SRP055730	23	24196549	24764722	21	568173	0.02728	0.00021	0.61567	3	3	0	0.21	0.02647	0.5415	0
SRP055730	23	24786992	30455447	37	5668455	0.02055	0.00207	0.48114	2	2	0	0.24	0.03448	0.52033	0
SRP055730	23	30868883	39981201	102	9112318	0.01238	0.00332	0.49542	2	2	1	0.34	0.11431	0.56176	0
SRP055730	23	40127578	41616840	44	1489262	0.01884	0.00054	0.66119	4	3.88398	1	0.53	0.25705	0.79886	0
SRP055730	23	41764949	44114268	19	2349319	0.02868	0.00086	0.47736	2	2	0	1	1	1	0
SRP055730	23	44863625	48831387	120	3967762	0.01141	0.00145	0.68327	4	4	1	0.69	0.46802	0.90153	0
SRP055730	23	49152262	53380990	174	4228728	0.00948	0.00154	0.56001	3	3	0	0.81	0.59377	0.97008	0
SRP055730	23	53573195	53909568	15	336373	0.03227	0.00012	0.51883	2	2.40368	1	0.51	0.14988	0.85891	0
SRP055730	23	53990107	54639795	19	649688	0.02868	0.00024	0.80215	5	4.8681	1	0.55	0.2043	0.87148	0
SRP055730	23	54741065	67421857	111	12680792	0.01186	0.00463	0.57916	3	3	0	1	1	1	0
SRP055730	23	67842262	69939730	39	2097468	0.02002	0.00077	0.71531	4	4	0	0.92	0.61827	1	0
SRP055730	23	70382478	70713563	18	331085	0.02946	0.00012	1.08248	7	6.95329	1	0.56	0.21472	0.88824	0
SRP055730	23	70752796	76962276	134	6209480	0.0108	0.00227	0.7001	4	4	1	0.81	0.59162	0.97508	0
SRP055730	23	77225854	91902496	135	14676642	0.01076	0.00536	0.65177	3	3.00116	1	0.47	0.24609	0.67498	0
SRP055730	23	92095768	100082712	56	7986944	0.0167	0.00291	0.43084	2	2	0	1	1	1	0
SRP055730	23	100094088	100830656	53	736568	0.01717	0.00027	0.59664	3	3	0	1	1	1	0
SRP055730	23	100861707	101716588	39	854881	0.02002	0.00031	0.44567	2	2	0	1	1	1	0
SRP055730	23	101718148	103004439	41	1286291	0.01952	0.00047	0.65649	3	3.18287	1	0.5	0.21901	0.7701	0
SRP055730	23	103284763	105477799	36	2193036	0.02083	8e-04	0.62327	3	3	1	0.26	0.04034	0.54387	0
SRP055730	23	105569114	106798719	44	1229605	0.01884	0.00045	0.45481	2	2	0	1	1	1	0
SRP055730	23	106943112	114751765	147	7808653	0.01031	0.00285	0.45813	2	2	0	1	1	1	0
SRP055730	23	114854379	115268675	10	414296	0.03953	0.00015	0.85651	5	5	1	0.94	0.47454	1	0
SRP055730	23	117249074	118452249	50	1203175	0.01768	0.00044	0.79352	4	4.05842	1	0.49	0.21749	0.74323	0
SRP055730	23	118526965	119126630	26	599665	0.02451	0.00022	1.13685	7	7	1	0.95	0.60754	1	0
SRP055730	23	119196294	119570275	16	373981	0.03125	0.00014	0.6944	4	4	1	0.77	0.40015	0.97853	0
SRP055730	23	119577850	119931143	14	353293	0.03341	0.00013	0.95128	6	5.9927	1	0.62	0.24157	0.93608	0
SRP055730	23	120005514	122758800	44	2753286	0.01884	0.001	0.66556	4	3.99508	1	0.56	0.28837	0.82932	0
SRP055730	23	123106306	128887503	66	5781197	0.01539	0.00211	0.72887	4	4	0	1	1	1	0
SRP055730	23	128895461	129699897	40	804436	0.01976	0.00029	0.92764	5	5.00193	1	0.45	0.16964	0.72275	0
SRP055730	23	129766568	133302569	54	3536001	0.01701	0.00129	0.66986	4	3.99993	1	0.6	0.33215	0.84708	0
SRP055730	23	133341597	134131381	23	789784	0.02606	0.00029	0.93851	6	5.68508	1	0.53	0.20309	0.84037	0
SRP055730	23	134193271	135868374	105	1675103	0.0122	0.00061	0.70507	4	4	0	0.85	0.61489	0.98494	0
SRP055730	23	136090193	142600978	76	6510785	0.01434	0.00238	0.68115	4	4	1	0.68	0.43201	0.90453	0
SRP055730	23	144683917	149947276	75	5263359	0.01443	0.00192	0.4589	2	2	0	1	1	1	0
SRP055730	23	150318749	152853500	68	2534751	0.01516	0.00092	0.46608	2	2	0	1	1	1	0
SRP055730	23	152888173	155253776	123	2365603	0.01127	0.00086	0.58961	3	3	0	1	1	1	0
SRP055730	24	131354	3026891	21	2895537	0.02728	0.00106	0.92181	5	5.00052	1	0.41	0.0964	0.73396	0
SRP055730	24	4206921	59356909	33	55149988	0.02176	0.02012	0.56161	3	3	0	1	1	1	0
